Time,Date,Public_Bet_%,Public_Money_%,Odds,Delta
ALA vs OKLA,2:57 PM,Dec 09,47,66,+110,-1.5
ALA vs OKLA,12:13 PM,Dec 09,48,66,+110,-1.5
ALA vs OKLA,8:57 AM,Dec 09,48,66,-110,
ALA vs OKLA,8:47 AM,Dec 09,49,66,-110,
ALA vs OKLA,8:46 AM,Dec 09,48,66,-110,
ALA vs OKLA,8:32 AM,Dec 09,48,66,+105,-1.5
ALA vs OKLA,8:27 AM,Dec 09,49,66,+105,2
ALA vs OKLA,7:57 AM,Dec 09,48,66,+103,1
ALA vs OKLA,10:32 PM,Dec 08,49,66,+102,-1.5
ALA vs OKLA,9:47 PM,Dec 08,49,65,+102,-1.5
ALA vs OKLA,9:12 PM,Dec 08,49,66,+102,-1.5
ALA vs OKLA,9:02 PM,Dec 08,49,65,+102,-1.5
ALA vs OKLA,7:37 PM,Dec 08,49,66,+102,1
ALA vs OKLA,6:22 PM,Dec 08,49,67,+101,1
ALA vs OKLA,4:02 PM,Dec 08,50,67,+100,-1
ALA vs OKLA,1:02 PM,Dec 08,51,67,+101,-1.5
ALA vs OKLA,12:27 PM,Dec 08,52,67,+101,1
ALA vs OKLA,11:52 AM,Dec 08,52,66,+100,-1
ALA vs OKLA,10:32 AM,Dec 08,52,67,+101,-1.5
ALA vs OKLA,10:17 AM,Dec 08,53,67,+101,-1.5
ALA vs OKLA,9:07 AM,Dec 08,52,67,+101,-1.5
ALA vs OKLA,8:57 AM,Dec 08,52,68,+101,-1.5
ALA vs OKLA,8:52 AM,Dec 08,53,68,+101,-1.5
ALA vs OKLA,8:47 AM,Dec 08,52,68,+101,-1.5
ALA vs OKLA,8:27 AM,Dec 08,53,68,+101,-1.5
ALA vs OKLA,8:17 AM,Dec 08,52,68,+101,-1.5
ALA vs OKLA,7:43 AM,Dec 08,52,67,+101,-1.5
ALA vs OKLA,7:33 AM,Dec 08,53,67,+101,-1.5
ALA vs OKLA,7:23 AM,Dec 08,53,68,+101,-1.5
ALA vs OKLA,7:03 AM,Dec 08,53,67,+101,-1.5
ALA vs OKLA,6:57 AM,Dec 08,53,68,+101,-1.5
ALA vs OKLA,6:53 AM,Dec 08,52,67,+101,-1.5
ALA vs OKLA,4:38 AM,Dec 08,53,67,+101,-1.5
ALA vs OKLA,3:28 AM,Dec 08,53,68,+101,6
ALA vs OKLA,1:53 AM,Dec 08,54,68,-105,-6
ALA vs OKLA,1:43 AM,Dec 08,53,68,+101,-1.5
ALA vs OKLA,12:48 AM,Dec 08,54,68,+101,-1.5
ALA vs OKLA,12:13 AM,Dec 08,54,69,+101,6
ALA vs OKLA,11:48 PM,Dec 07,55,69,-105,-5
ALA vs OKLA,11:33 PM,Dec 07,55,70,+100,-1.5
ALA vs OKLA,10:33 PM,Dec 07,55,69,+100,-1.5
ALA vs OKLA,10:23 PM,Dec 07,55,70,+100,-1.5
ALA vs OKLA,10:13 PM,Dec 07,55,72,+100,-1.5
ALA vs OKLA,8:28 PM,Dec 07,56,72,+100,-1.5
ALA vs OKLA,7:33 PM,Dec 07,57,72,+100,-1.5
ALA vs OKLA,7:13 PM,Dec 07,57,71,+100,-1.5
ALA vs OKLA,7:03 PM,Dec 07,57,72,+100,-1.5
ALA vs OKLA,6:52 PM,Dec 07,58,73,+100,-1.5
ALA vs OKLA,6:37 PM,Dec 07,58,72,+100,5
ALA vs OKLA,6:02 PM,Dec 07,58,73,-105,-1.5
ALA vs OKLA,5:12 PM,Dec 07,59,73,-105,-1.5
ALA vs OKLA,4:27 PM,Dec 07,59,72,-105,-1.5
ALA vs OKLA,4:17 PM,Dec 07,59,73,-105,-1.5
ALA vs OKLA,4:07 PM,Dec 07,60,73,-105,-1.5
ALA vs OKLA,3:57 PM,Dec 07,60,74,-105,-1.5
ALA vs OKLA,3:42 PM,Dec 07,61,74,-105,-1.5
ALA vs OKLA,3:07 PM,Dec 07,61,75,-105,-1.5
ALA vs OKLA,2:52 PM,Dec 07,62,75,-105,-1.5
ALA vs OKLA,2:27 PM,Dec 07,63,76,-105,-1.5
ALA vs OKLA,2:12 PM,Dec 07,64,78,-105,-1.5
ALA vs OKLA,1:37 PM,Dec 07,64,77,-105,-1.5
ALA vs OKLA,1:32 PM,Dec 07,64,78,-105,5
ALA vs OKLA,1:28 PM,Dec 07,65,78,-110,-1.5
ALA vs OKLA,1:22 PM,Dec 07,66,77,-110,-1.5
ALA vs OKLA,1:22 PM,Dec 07,66,77,+100,-2.5
ALA vs OKLA,1:20 PM,Dec 07,67,77,+100,-2.5
ALA vs OKLA,1:17 PM,Dec 07,67,77,-110,-5
ALA vs OKLA,1:11 PM,Dec 07,70,80,-105,-1.5
ALA vs OKLA,1:10 PM,Dec 07,70,80,-105,-2.5
ALA vs OKLA,1:01 PM,Dec 07,N/A,-105,-1.5,
