id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
4017546381,401754638,Pittsburgh,ACC,West Virginia,Big 12,1,False,1,81,81,"{'minutes': 14, 'seconds': 55}",1,91,91,"{'minutes': 13, 'seconds': 18}","{'minutes': 1, 'seconds': 37}",3,-10,PUNT,False,0,0,0,0
4017546382,401754638,West Virginia,Big 12,Pittsburgh,ACC,2,False,1,52,48,"{'minutes': 13, 'seconds': 18}",1,74,26,"{'minutes': 11, 'seconds': 25}","{'minutes': 1, 'seconds': 53}",5,22,MISSED FG,True,0,0,0,0
4017546383,401754638,Pittsburgh,ACC,West Virginia,Big 12,3,False,1,74,74,"{'minutes': 11, 'seconds': 25}",1,49,49,"{'minutes': 8, 'seconds': 34}","{'minutes': 2, 'seconds': 51}",8,25,PUNT,False,0,0,0,0
4017546384,401754638,West Virginia,Big 12,Pittsburgh,ACC,4,False,1,10,90,"{'minutes': 8, 'seconds': 34}",1,7,93,"{'minutes': 5, 'seconds': 37}","{'minutes': 2, 'seconds': 57}",5,-3,PUNT,True,0,0,0,0
4017546385,401754638,Pittsburgh,ACC,West Virginia,Big 12,5,False,1,53,53,"{'minutes': 5, 'seconds': 37}",1,25,25,"{'minutes': 0, 'seconds': 21}","{'minutes': 5, 'seconds': 16}",11,28,MISSED FG,False,0,0,0,0
4017546386,401754638,West Virginia,Big 12,Pittsburgh,ACC,6,True,1,25,75,"{'minutes': 0, 'seconds': 21}",2,100,0,"{'minutes': 11, 'seconds': 51}","{'minutes': 3, 'seconds': 30}",9,75,TD,True,0,0,7,0
4017546387,401754638,Pittsburgh,ACC,West Virginia,Big 12,7,False,2,80,80,"{'minutes': 11, 'seconds': 46}",2,71,71,"{'minutes': 10, 'seconds': 29}","{'minutes': 1, 'seconds': 17}",3,9,PUNT,False,0,7,0,7
4017546388,401754638,West Virginia,Big 12,Pittsburgh,ACC,8,False,2,30,70,"{'minutes': 10, 'seconds': 29}",2,32,68,"{'minutes': 9, 'seconds': 37}","{'minutes': 0, 'seconds': 52}",3,2,PUNT,True,7,0,7,0
4017546389,401754638,Pittsburgh,ACC,West Virginia,Big 12,9,False,2,61,61,"{'minutes': 9, 'seconds': 37}",2,6,6,"{'minutes': 8, 'seconds': 1}","{'minutes': 1, 'seconds': 36}",4,55,INT,False,0,7,0,7
40175463810,401754638,West Virginia,Big 12,Pittsburgh,ACC,10,False,2,10,90,"{'minutes': 8, 'seconds': 1}",2,16,84,"{'minutes': 6, 'seconds': 29}","{'minutes': 1, 'seconds': 32}",3,6,PUNT,True,7,0,7,0
